,LineId,YMD,Time,Type,Component,Content
43,44,2021-03-29,"23:58:44,037",INFO,org.apache.hadoop.ipc.Client,"Retrying connect to server: hadoop-master/172.18.0.3:9000. Already tried 3 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)"
44,45,2021-03-29,"23:58:44,104",WARN,org.apache.hadoop.hdfs.server.datanode.DataNode,"Block pool ID needed, but service not yet registered with NN, trace:"
45,46,2021-03-29,"23:58:44,189",WARN,org.apache.hadoop.hdfs.server.datanode.DataNode,"Block pool ID needed, but service not yet registered with NN, trace:"
46,47,2021-03-29,"23:58:44,204",ERROR,org.apache.hadoop.jmx.JMXJsonServlet,"getting attribute VolumeInfo of Hadoop:service=DataNode,name=DataNodeInfo threw an exception"
47,48,2021-03-29,"23:58:45,041",INFO,org.apache.hadoop.ipc.Client,"Retrying connect to server: hadoop-master/172.18.0.3:9000. Already tried 4 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)"
48,49,2021-03-29,"23:58:46,050",INFO,org.apache.hadoop.ipc.Client,"Retrying connect to server: hadoop-master/172.18.0.3:9000. Already tried 5 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)"
49,50,2021-03-29,"23:58:47,061",INFO,org.apache.hadoop.ipc.Client,"Retrying connect to server: hadoop-master/172.18.0.3:9000. Already tried 6 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)"
50,51,2021-03-29,"23:58:48,063",INFO,org.apache.hadoop.ipc.Client,"Retrying connect to server: hadoop-master/172.18.0.3:9000. Already tried 7 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)"
51,52,2021-03-29,"23:58:49,069",INFO,org.apache.hadoop.ipc.Client,"Retrying connect to server: hadoop-master/172.18.0.3:9000. Already tried 8 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)"
52,53,2021-03-29,"23:58:50,071",INFO,org.apache.hadoop.ipc.Client,"Retrying connect to server: hadoop-master/172.18.0.3:9000. Already tried 9 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)"
53,54,2021-03-29,"23:58:50,079",WARN,org.apache.hadoop.hdfs.server.datanode.DataNode,Problem connecting to server: hadoop-master/172.18.0.3:9000
54,55,2021-03-29,"23:58:51,336",WARN,org.apache.hadoop.hdfs.server.datanode.DataNode,"Block pool ID needed, but service not yet registered with NN, trace:"
55,56,2021-03-29,"23:58:51,370",WARN,org.apache.hadoop.hdfs.server.datanode.DataNode,"Block pool ID needed, but service not yet registered with NN, trace:"
56,57,2021-03-29,"23:58:51,372",ERROR,org.apache.hadoop.jmx.JMXJsonServlet,"getting attribute VolumeInfo of Hadoop:service=DataNode,name=DataNodeInfo threw an exception"
57,58,2021-03-29,"23:58:56,085",INFO,org.apache.hadoop.ipc.Client,"Retrying connect to server: hadoop-master/172.18.0.3:9000. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)"
58,59,2021-03-29,"23:58:57,090",INFO,org.apache.hadoop.ipc.Client,"Retrying connect to server: hadoop-master/172.18.0.3:9000. Already tried 1 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)"
59,60,2021-03-29,"23:58:58,091",INFO,org.apache.hadoop.ipc.Client,"Retrying connect to server: hadoop-master/172.18.0.3:9000. Already tried 2 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)"
60,61,2021-03-29,"23:58:59,094",INFO,org.apache.hadoop.ipc.Client,"Retrying connect to server: hadoop-master/172.18.0.3:9000. Already tried 3 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)"
61,62,2021-03-29,"23:58:59,335",WARN,org.apache.hadoop.hdfs.server.datanode.DataNode,"Block pool ID needed, but service not yet registered with NN, trace:"
62,63,2021-03-29,"23:58:59,356",WARN,org.apache.hadoop.hdfs.server.datanode.DataNode,"Block pool ID needed, but service not yet registered with NN, trace:"
63,64,2021-03-29,"23:58:59,358",ERROR,org.apache.hadoop.jmx.JMXJsonServlet,"getting attribute VolumeInfo of Hadoop:service=DataNode,name=DataNodeInfo threw an exception"
64,65,2021-03-29,"23:59:00,101",INFO,org.apache.hadoop.ipc.Client,"Retrying connect to server: hadoop-master/172.18.0.3:9000. Already tried 4 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)"
65,66,2021-03-29,"23:59:01,103",INFO,org.apache.hadoop.ipc.Client,"Retrying connect to server: hadoop-master/172.18.0.3:9000. Already tried 5 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)"
66,67,2021-03-29,"23:59:02,106",INFO,org.apache.hadoop.ipc.Client,"Retrying connect to server: hadoop-master/172.18.0.3:9000. Already tried 6 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)"
67,68,2021-03-29,"23:59:03,108",INFO,org.apache.hadoop.ipc.Client,"Retrying connect to server: hadoop-master/172.18.0.3:9000. Already tried 7 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)"
68,69,2021-03-29,"23:59:04,109",INFO,org.apache.hadoop.ipc.Client,"Retrying connect to server: hadoop-master/172.18.0.3:9000. Already tried 8 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)"
69,70,2021-03-29,"23:59:05,514",WARN,org.apache.hadoop.hdfs.server.datanode.DataNode,"Block pool ID needed, but service not yet registered with NN, trace:"
70,71,2021-03-29,"23:59:05,521",WARN,org.apache.hadoop.hdfs.server.datanode.DataNode,"Block pool ID needed, but service not yet registered with NN, trace:"
71,72,2021-03-29,"23:59:05,522",ERROR,org.apache.hadoop.jmx.JMXJsonServlet,"getting attribute VolumeInfo of Hadoop:service=DataNode,name=DataNodeInfo threw an exception"
72,73,2021-03-29,"23:59:11,719",WARN,org.apache.hadoop.hdfs.server.datanode.DataNode,"Block pool ID needed, but service not yet registered with NN, trace:"
73,74,2021-03-29,"23:59:11,733",WARN,org.apache.hadoop.hdfs.server.datanode.DataNode,"Block pool ID needed, but service not yet registered with NN, trace:"
74,75,2021-03-29,"23:59:11,741",ERROR,org.apache.hadoop.jmx.JMXJsonServlet,"getting attribute VolumeInfo of Hadoop:service=DataNode,name=DataNodeInfo threw an exception"
75,76,2021-03-29,"23:59:12,392",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode,Acknowledging ACTIVE Namenode during handshakeBlock pool <registering> (Datanode Uuid unassigned) service to hadoop-master/172.18.0.3:9000
76,77,2021-03-29,"23:59:12,472",INFO,org.apache.hadoop.hdfs.server.common.Storage,"Using 1 threads to upgrade data directories (dfs.datanode.parallel.volumes.load.threads.num=1, dataDirs=1)"
77,78,2021-03-29,"23:59:12,715",INFO,org.apache.hadoop.hdfs.server.common.Storage,Lock on /home/hadoop3/hadoop/tmp/dfs/data/in_use.lock acquired by nodename 98@hadoop-slave1
78,79,2021-03-29,"23:59:12,717",INFO,org.apache.hadoop.hdfs.server.common.Storage,Storage directory with location [DISK]file:/home/hadoop3/hadoop/tmp/dfs/data is not formatted for namespace 1745262111. Formatting...
79,80,2021-03-29,"23:59:12,718",INFO,org.apache.hadoop.hdfs.server.common.Storage,Generated new storageID DS-165019ba-b6c9-444e-bce3-18a32bdc4606 for directory /home/hadoop3/hadoop/tmp/dfs/data
80,81,2021-03-29,"23:59:12,861",INFO,org.apache.hadoop.hdfs.server.common.Storage,Analyzing storage directories for bpid BP-23028314-172.17.0.2-1615261831501
81,82,2021-03-29,"23:59:12,862",INFO,org.apache.hadoop.hdfs.server.common.Storage,Locking is disabled for /home/hadoop3/hadoop/tmp/dfs/data/current/BP-23028314-172.17.0.2-1615261831501
82,83,2021-03-29,"23:59:12,863",INFO,org.apache.hadoop.hdfs.server.common.Storage,Block pool storage directory for location [DISK]file:/home/hadoop3/hadoop/tmp/dfs/data and block pool id BP-23028314-172.17.0.2-1615261831501 is not formatted. Formatting ...
83,84,2021-03-29,"23:59:12,863",INFO,org.apache.hadoop.hdfs.server.common.Storage,Formatting block pool BP-23028314-172.17.0.2-1615261831501 directory /home/hadoop3/hadoop/tmp/dfs/data/current/BP-23028314-172.17.0.2-1615261831501/current
84,85,2021-03-29,"23:59:12,918",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode,Setting up storage: nsid=1745262111;bpid=BP-23028314-172.17.0.2-1615261831501;lv=-57;nsInfo=lv=-65;cid=CID-5d2d06ad-4f9e-4a75-bca5-3151ff84f93a;nsid=1745262111;c=1615261831501;bpid=BP-23028314-172.17.0.2-1615261831501;dnuuid=null
85,86,2021-03-29,"23:59:12,963",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode,Generated and persisted new Datanode UUID bd513feb-d5a8-4136-a028-7eace6b61f98
86,87,2021-03-29,"23:59:14,331",INFO,org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetImpl,Added new volume: DS-165019ba-b6c9-444e-bce3-18a32bdc4606
87,88,2021-03-29,"23:59:14,332",INFO,org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetImpl,"Added volume - [DISK]file:/home/hadoop3/hadoop/tmp/dfs/data, StorageType: DISK"
88,89,2021-03-29,"23:59:14,342",INFO,org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetImpl,Registered FSDatasetState MBean
89,90,2021-03-29,"23:59:14,351",INFO,org.apache.hadoop.hdfs.server.datanode.checker.ThrottledAsyncChecker,Scheduling a check for /home/hadoop3/hadoop/tmp/dfs/data
90,91,2021-03-29,"23:59:14,387",INFO,org.apache.hadoop.hdfs.server.datanode.checker.DatasetVolumeChecker,Scheduled health check for volume /home/hadoop3/hadoop/tmp/dfs/data
91,92,2021-03-29,"23:59:14,423",INFO,org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetImpl,Adding block pool BP-23028314-172.17.0.2-1615261831501
92,93,2021-03-29,"23:59:14,445",INFO,org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetImpl,Scanning block pool BP-23028314-172.17.0.2-1615261831501 on volume /home/hadoop3/hadoop/tmp/dfs/data...
93,94,2021-03-29,"23:59:15,024",INFO,org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetImpl,Time taken to scan block pool BP-23028314-172.17.0.2-1615261831501 on /home/hadoop3/hadoop/tmp/dfs/data: 568ms
94,95,2021-03-29,"23:59:15,025",INFO,org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetImpl,Total time to scan all replicas for block pool BP-23028314-172.17.0.2-1615261831501: 602ms
95,96,2021-03-29,"23:59:15,035",INFO,org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetImpl,Adding replicas to map for block pool BP-23028314-172.17.0.2-1615261831501 on volume /home/hadoop3/hadoop/tmp/dfs/data...
96,97,2021-03-29,"23:59:15,036",INFO,org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.BlockPoolSlice,Replica Cache file: /home/hadoop3/hadoop/tmp/dfs/data/current/BP-23028314-172.17.0.2-1615261831501/current/replicas doesn't exist
97,98,2021-03-29,"23:59:15,048",INFO,org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetImpl,Time to add replicas to map for block pool BP-23028314-172.17.0.2-1615261831501 on volume /home/hadoop3/hadoop/tmp/dfs/data: 13ms
98,99,2021-03-29,"23:59:15,049",INFO,org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetImpl,Total time to add all replicas to map for block pool BP-23028314-172.17.0.2-1615261831501: 17ms
99,100,2021-03-29,"23:59:15,107",INFO,org.apache.hadoop.hdfs.server.datanode.VolumeScanner,Now scanning bpid BP-23028314-172.17.0.2-1615261831501 on volume /home/hadoop3/hadoop/tmp/dfs/data
100,101,2021-03-29,"23:59:15,142",INFO,org.apache.hadoop.hdfs.server.datanode.VolumeScanner,"VolumeScanner(/home/hadoop3/hadoop/tmp/dfs/data, DS-165019ba-b6c9-444e-bce3-18a32bdc4606): finished scanning block pool BP-23028314-172.17.0.2-1615261831501"
101,102,2021-03-29,"23:59:15,324",INFO,org.apache.hadoop.hdfs.server.datanode.VolumeScanner,"VolumeScanner(/home/hadoop3/hadoop/tmp/dfs/data, DS-165019ba-b6c9-444e-bce3-18a32bdc4606): no suitable block pools found to scan.  Waiting 1814399777 ms."
102,103,2021-03-29,"23:59:15,445",INFO,org.apache.hadoop.hdfs.server.datanode.DirectoryScanner,Periodic Directory Tree Verification scan starting at 3/30/21 12:20 AM with interval of 21600000ms
103,104,2021-03-29,"23:59:15,571",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode,Block pool BP-23028314-172.17.0.2-1615261831501 (Datanode Uuid bd513feb-d5a8-4136-a028-7eace6b61f98) service to hadoop-master/172.18.0.3:9000 beginning handshake with NN
104,105,2021-03-29,"23:59:16,237",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode,Block pool Block pool BP-23028314-172.17.0.2-1615261831501 (Datanode Uuid bd513feb-d5a8-4136-a028-7eace6b61f98) service to hadoop-master/172.18.0.3:9000 successfully registered with NN
105,106,2021-03-29,"23:59:16,237",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode,For namenode hadoop-master/172.18.0.3:9000 using BLOCKREPORT_INTERVAL of 21600000msec CACHEREPORT_INTERVAL of 10000msec Initial delay: 0msec; heartBeatInterval=3000
106,107,2021-03-29,"23:59:18,277",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode,"Successfully sent block report 0x48d14e57b126fb91,  containing 1 storage report(s), of which we sent 1. The reports had 0 total blocks and used 1 RPC(s). This took 25 msec to generate and 538 msecs for RPC and NN processing. Got back one command: FinalizeCommand/5."
107,108,2021-03-29,"23:59:18,278",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode,Got finalize command for block pool BP-23028314-172.17.0.2-1615261831501
108,109,2021-03-30,"00:00:49,746",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode,Receiving BP-23028314-172.17.0.2-1615261831501:blk_1073741825_1001 src: /172.18.0.4:52744 dest: /172.18.0.2:9866
109,110,2021-03-30,"00:00:50,155",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace,"src: /172.18.0.4:52744, dest: /172.18.0.2:9866, bytes: 13, op: HDFS_WRITE, cliID: DFSClient_NONMAPREDUCE_523782650_1, offset: 0, srvID: bd513feb-d5a8-4136-a028-7eace6b61f98, blockid: BP-23028314-172.17.0.2-1615261831501:blk_1073741825_1001, duration(ns): 133273916"
110,111,2021-03-30,"00:00:50,155",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode,"PacketResponder: BP-23028314-172.17.0.2-1615261831501:blk_1073741825_1001, type=LAST_IN_PIPELINE terminating"
111,112,2021-03-30,"00:00:50,844",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode,Receiving BP-23028314-172.17.0.2-1615261831501:blk_1073741826_1002 src: /172.18.0.3:54992 dest: /172.18.0.2:9866
112,113,2021-03-30,"00:00:50,847",INFO,org.apache.hadoop.hdfs.protocol.datatransfer.sasl.SaslDataTransferClient,"SASL encryption trust check: localHostTrusted = false, remoteHostTrusted = false"
113,114,2021-03-30,"00:00:50,950",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace,"src: /172.18.0.3:54992, dest: /172.18.0.2:9866, bytes: 13, op: HDFS_WRITE, cliID: DFSClient_NONMAPREDUCE_523782650_1, offset: 0, srvID: bd513feb-d5a8-4136-a028-7eace6b61f98, blockid: BP-23028314-172.17.0.2-1615261831501:blk_1073741826_1002, duration(ns): 20651114"
114,115,2021-03-30,"00:00:50,951",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode,"PacketResponder: BP-23028314-172.17.0.2-1615261831501:blk_1073741826_1002, type=HAS_DOWNSTREAM_IN_PIPELINE, downstreams=1:[172.18.0.4:9866] terminating"
115,116,2021-03-30,"00:00:57,297",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode,Receiving BP-23028314-172.17.0.2-1615261831501:blk_1073741827_1003 src: /172.18.0.4:46052 dest: /172.18.0.2:9866
116,117,2021-03-30,"00:00:57,450",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace,"src: /172.18.0.4:46052, dest: /172.18.0.2:9866, bytes: 317057, op: HDFS_WRITE, cliID: DFSClient_NONMAPREDUCE_-562512649_1, offset: 0, srvID: bd513feb-d5a8-4136-a028-7eace6b61f98, blockid: BP-23028314-172.17.0.2-1615261831501:blk_1073741827_1003, duration(ns): 138881588"
117,118,2021-03-30,"00:00:57,451",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode,"PacketResponder: BP-23028314-172.17.0.2-1615261831501:blk_1073741827_1003, type=LAST_IN_PIPELINE terminating"
118,119,2021-03-30,"00:00:57,996",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode,Receiving BP-23028314-172.17.0.2-1615261831501:blk_1073741828_1004 src: /172.18.0.3:47288 dest: /172.18.0.2:9866
119,120,2021-03-30,"00:00:57,997",INFO,org.apache.hadoop.hdfs.protocol.datatransfer.sasl.SaslDataTransferClient,"SASL encryption trust check: localHostTrusted = false, remoteHostTrusted = false"
120,121,2021-03-30,"00:00:58,054",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace,"src: /172.18.0.3:47288, dest: /172.18.0.2:9866, bytes: 239, op: HDFS_WRITE, cliID: DFSClient_NONMAPREDUCE_-562512649_1, offset: 0, srvID: bd513feb-d5a8-4136-a028-7eace6b61f98, blockid: BP-23028314-172.17.0.2-1615261831501:blk_1073741828_1004, duration(ns): 41870315"
121,122,2021-03-30,"00:00:58,054",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode,"PacketResponder: BP-23028314-172.17.0.2-1615261831501:blk_1073741828_1004, type=HAS_DOWNSTREAM_IN_PIPELINE, downstreams=1:[172.18.0.4:9866] terminating"
122,123,2021-03-30,"00:00:58,619",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode,Receiving BP-23028314-172.17.0.2-1615261831501:blk_1073741829_1005 src: /172.18.0.3:49212 dest: /172.18.0.2:9866
123,124,2021-03-30,"00:00:58,620",INFO,org.apache.hadoop.hdfs.protocol.datatransfer.sasl.SaslDataTransferClient,"SASL encryption trust check: localHostTrusted = false, remoteHostTrusted = false"
124,125,2021-03-30,"00:00:58,687",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace,"src: /172.18.0.3:49212, dest: /172.18.0.2:9866, bytes: 72, op: HDFS_WRITE, cliID: DFSClient_NONMAPREDUCE_-562512649_1, offset: 0, srvID: bd513feb-d5a8-4136-a028-7eace6b61f98, blockid: BP-23028314-172.17.0.2-1615261831501:blk_1073741829_1005, duration(ns): 50737815"
125,126,2021-03-30,"00:00:58,687",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode,"PacketResponder: BP-23028314-172.17.0.2-1615261831501:blk_1073741829_1005, type=HAS_DOWNSTREAM_IN_PIPELINE, downstreams=1:[172.18.0.4:9866] terminating"
126,127,2021-03-30,"00:00:59,408",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode,Receiving BP-23028314-172.17.0.2-1615261831501:blk_1073741830_1006 src: /172.18.0.3:50816 dest: /172.18.0.2:9866
127,128,2021-03-30,"00:00:59,409",INFO,org.apache.hadoop.hdfs.protocol.datatransfer.sasl.SaslDataTransferClient,"SASL encryption trust check: localHostTrusted = false, remoteHostTrusted = false"
128,129,2021-03-30,"00:00:59,569",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace,"src: /172.18.0.3:50816, dest: /172.18.0.2:9866, bytes: 192930, op: HDFS_WRITE, cliID: DFSClient_NONMAPREDUCE_-562512649_1, offset: 0, srvID: bd513feb-d5a8-4136-a028-7eace6b61f98, blockid: BP-23028314-172.17.0.2-1615261831501:blk_1073741830_1006, duration(ns): 120630930"
129,130,2021-03-30,"00:00:59,569",INFO,org.apache.hadoop.hdfs.server.datanode.DataNode,"PacketResponder: BP-23028314-172.17.0.2-1615261831501:blk_1073741830_1006, type=HAS_DOWNSTREAM_IN_PIPELINE, downstreams=1:[172.18.0.4:9866] terminating"
